ID,Duplicates,CatOrTranslateDate,PrimarySeller,SecondarySeller,InstitutionOrCollection,Buyer,CatalogueID,LotOrCat,Price,Currency,Sold,Source,CurrentLocation,Author,AuthorVariant,Title,Language,Material,Place,LiturgicalUse,Date,Circa,Artist,Scribe,Folios,Columns,Lines,Height,Width,Binding,Provenance,Comments
5889,"588,984,189,905,109,000,000,000,000,000,000",19290207,Anderson Galleries,"Schweizer, Raymond J. (Darien, CT)",,,No. 2318: the late Raymond J. Schweizer,358,,,,,,,,Breviary,Latin,V,"Italy, Piacenza",Carmelite,1457,CCENT,,,582,2,,143,106,,Monastery Piacenza Benaventuta|Ashburnham|Chambers|Wallace|Perry,Orig. binding
5899,,19281126,Anderson Galleries,,,,"No. 2294: Libraries of the Late Leonard E. Opdycke (Nyc); H.M. Schroeter (Altadena, Ca), And Others",487,,,,,,,,Missal,Latin,V,Flanders,Rome,1550,CCENT,,,234,,,,,,,
5931,"593,119,468",19280209,Anderson Galleries,"Soubeiran de Pierres, Paul",,,No. 2233: Professor Paul Soubeiran De Pierres,4,,,,,,Hugo of Ostia,Ugo Bishop Ostia And Velletri,Rules Nuns in St. Margarita Convent,Italian|Latin,V,"Italy, Tuscany",,1310,CCENT,,,18,,,178,118,,Soubeiran de Pierres,Green binding
5932,,19280209,Anderson Galleries,"Soubeiran de Pierres, Paul",,,No. 2233: Professor Paul Soubeiran De Pierres,8,,,,,,,,Psalter,Latin,V,France,,1450,CCENT,,,59,,,225,156,,Soubeiran de Pierres,
6005,,19260505,Anderson Galleries,,,,No. 2072: Mr. John Drinkwater (London); A New York Collector; Mrs. George Gordon King (New York),128,,,,,,,,Psalter,Latin,V,,,1450,CCENT,,,50,,,356,254,,,
7084,,19151221,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of valuable and rare old and modern books and important ancient illuminated and other manuscripts comprising the property of J.A. Ruston, Esq. (of Monks Manor, Lincoln), the property of George Holt Wilson, Esq. (of Redgrave Hall, Suffolk), a por",178,0,,,,,"Upton, Nicholas",Nicholas Upton,De Re Militari(Militare Officio),Latin,V,England,,1440,C,,,127,,,254,178,,Wilson,
7085,,19151221,"Sotheby, Wilkinson & Hodge","Wilson, Rev. F. C.",,,"Catalogue of valuable books, manuscripts and autograph letters",30,20,,,"De Ricci, vol. II, p. 2019, no. 20","Philadelphia, Free Library of Philadelphia, MS LC 14 22",,,Registrum Brevium,Latin,V,England,,1350,CCENT,,,206,,,160,110,17thc English calf,Wilson|Carson|Free Library of Philadelphia,
7086,"3869,4200,6862X,7086X,15709X,19692X,93512",19151221,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of valuable and rare old and modern books and important ancient illuminated and other manuscripts comprising the property of J.A. Ruston, Esq. (of Monks Manor, Lincoln), the property of George Holt Wilson, Esq. (of Redgrave Hall, Suffolk), a por",179,45,,,,"Cambridge, Fitzwilliam Museum 84",,,Missal,Latin,V,"France, Paris",,1225,CCENT,,,186,1,15,330,229,,"Cathedral Notre Dame-Paris|Chalon|D'albani|Thorpe|Wilson|Norrie|Walker|Cockerell, Sydney Carlyle, Sir|Beres|Wormald|Fitzwilliam Mus",Part of 4200
7087,,19151221,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of valuable and rare old and modern books and important ancient illuminated and other manuscripts comprising the property of J.A. Ruston, Esq. (of Monks Manor, Lincoln), the property of George Holt Wilson, Esq. (of Redgrave Hall, Suffolk), a por",32,,,WD,,,,,Sanctoral,Latin,V,,,1450,CCENT,,,56,,,203,140,,Wilson,
7088,,19151221,"Sotheby, Wilkinson & Hodge",,,,"Catalogue of valuable and rare old and modern books and important ancient illuminated and other manuscripts comprising the property of J.A. Ruston, Esq. (of Monks Manor, Lincoln), the property of George Holt Wilson, Esq. (of Redgrave Hall, Suffolk), a por",37,95,,,,,,,Introits,Latin,V,Italy,Rome,1450,CCENT,,,31,,,406,279,,Wilson,
7096,,19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",420,975,,,,,,,Bible,Latin,V,England?,,1300,C,,,500,2,50,229,159,,Northesk,
6061,"606,112,399",19251109,Anderson Galleries,"Dooman, Isaac (New York)",,,No. 1990: Rev. Isaac Dooman,140,340,,,,,Thomas a Kempis,Thomas A Kempis,De Imitatione Christi,Latin,V,Flanders?,,1450,CCENT,,,175,1,23,,,,Boyle|Dooman,
6106,"610,616,900,216,655,000,000,000",19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",55,210,,,,,"Jerome, Saint","Jerome, Saint",Holy Bible|Interpretationes Nominum Hebraicorum,Latin,V,France,Augustinian,1250,CCENT,,,545,2,50,148,96,,Grande|Church-Sion Switzerland|Pearson|Maggs|Foyle,18thc French Olive binding
6107,"1,712,378,544,836,100,000,000,000,000,000,000,000,000",19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",845,550,,,,,,,Psalter,Latin,V,England,Sarum,1435,C,,Loth?,196,1,18,113,77,,Audley|Brown|Pearson|Cherry-Garrard,Green binding red Doublures-Petit
6108,,19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",714,40,,,,,"Gerson, Jean",Jean Gerson,De Theologia Mystica..,Latin,V,"France, Amiens",,1350,CCENT,,,,,,,,,Pearson,
6109,"6,109,176,913,787,470,000,000,000",19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",661,40,,,,,"Francis of Assisi, Saint","Francis, of Assisi, Saint",Orationes,Latin,V,Italy,,1470,CCENT,,,42,1,28,171,121,,"Ess, Leander van|Phillipps, Thomas, Sir|Pearson|Goldschmidt",Phillipps539; Van Ess154
6110,"6,110,704,314,587",19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",837,260,,,,,,,Prayerbook,Latin|English,V,England,,1450,CCENT,,,107,,,114,83,,Pearson|Mexborough|Mcguire,
6111,"6,111,687,251,174,200,000",19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",887,185,,,"De Ricci, vol.II, p.1492","New York, Morgan Library, MS M.734","Legrand, Jacques",Jacques Legrand,Livre de bonnes moeurs,French,V,"France, Rouen",,1420,C,,,82,2,26,241,178,Mod French brown binding,"J. Pearson & Co.|Lathrop C. Harper, Inc.|Morgan Library",
6112,,19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",891,62.5,,,,,,,Vitae Sanctorum(Lives of the Saints),French,P,France,,1480,CLATE,,,160,,,276,206,,Pearson,
6113,"164,420,026,113,161,000,000,000,000,000,000,000,000,000,000,000,000,000",19241208,"Sotheby, Wilkinson & Hodge","Pearson, J.",,,"Well-known stock of valuable books sold in consequence of the dissolution of the partnership of Messrs. J. Pearson & Co., the whole of the property comprised in this sale will be offered entirely without reserve ....",20,230,,,,,"Aristotle|Argyropoulos, Ioannes (Tr)",Aristotle|Argyropoulos (Tr),De Coelo & Mundo,Latin,V,"Italy, Rome?",,1470,C,"Gioacchino di Gigantibus de Rottenburg, style",,94,1,23,218,144,,Della Luna|Caraccioli(Principe Di Torella)|Sefton|Honeyman|Martin,Bond P21-17;19thc Blind tooled binding
6151,"20,814,506,151,686,800,000,000,000,000",19240310,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated & other manuscripts, and autograph letters",35,350,,,,,,,Psalter,Latin,V,"France, Paris",,1250,CCENT,"Dominican Painter, workshop?",,222,1,17,144,95,,Dunn|Hornby|Geikie|Hatchwell|Leather,
6152,"615,269,915",19240310,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated & other manuscripts, and autograph letters",18,22.5,,,,,,Pope Benedict Xii,Summa Decretalium..,Latin,V,Italy,Cistercian,1450,CCENT,,,37,,,,,,Monastery S Marie Valisserene)St Martin)-Parma|Thorpe|Leather,
6154,,19240310,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated & other manuscripts, and autograph letters",25,10,,,,,,,Vitae Sanctorum(Lives of the Saints),Flemish,P,Flanders,,1450,CCENT,,,214,,,203,140,,Leather,
6155,"8,771,714,615,512,340",19240310,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated & other manuscripts, and autograph letters",26,32.5,,,,,,,"Bible, Gospels",Latin,V,Italy,,1550,CCENT,,,175,1,23,236,155,,Leather|Donaldson,Binding Maltby
6156,"61,569,070,317,793,300,000,000,000,000,000,000,000,000",19240310,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated & other manuscripts, and autograph letters",28,67.5,,,"De Ricci, vol. II, p. 1887, no. 2.; Conway and Fagin Davis p.75","New York, Morgan Library, MS M.1101","Cicero, Marcus Tullius","Cicero, Marcus Tullius",Orationes Philippicae,Latin,P,Italy,,1450,CCENT,,,163,2,45,340,241,19th-century brown crushed Levant morocco gilt by Lortic.,"White, Henry|Firmin-Didot, Ambroise|Leather, Gerard F.T.|Clearwater, William M.|Morgan Library",
6177,"617,747,592,170,756",19230130,Anderson Galleries,,,,"Books, manuscripts, and drawings ... incl. private library of the late George B. Baker (Paterson, NJ)",431,120,,,"De Ricci, vol. II, p. 2054, no. 160","Philadelphia, Free Library of Philadelphia, MS Lewis E 48",,Henricus Bouhic,Primus Distinctionum super Decretales,Latin,P,"Germany, Bavaria, Amberge",,1420,,,,307,,37,300,210,Orig binding,Avonmore|Portarlington|Searle|Lewis|Free Library of Philadelphia,Given as American Art Assoc. in De Ricci
6178,"6,178,686,615,636,170,000",19201206,Anderson Galleries,"Michelmore, G.",,,"Collection of Robert Pariser, With Other Libraries And Collections",279,,,,"De Ricci, vol. II, p. 2045, no. 116","Philadelphia, Free Library of Philadelphia, MS Lewis E 4","Ambrose, Saint, Bishop of Milan","Ambrose, Saint, Bishop of Milan",Hexaemeron,Latin,V,"Italy, Treviso",,1468,,,Guglielmo De Cruce(Quec),104,1,34,180,130,19thc Italian vellum,Carthusian Monastery Montello-Treviso|Michelmore|Lewis|Free Library of Philadelphia,
6237,"623,762,996,525",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",508A,370,,,,,"Matthew the Apostle, Saint",St. Matthew,"Bible, Gospel",Latin,V,France,,1150,CCENT,,,102,1,22,343,248,,Mostyn|Lucas,
6238,"31,626,238,972,637,400",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",572,700,,,,"Dublin, The Chester Beatty Library, MS 34",,,Bible,Latin,V,England,,1215,CCENT,,,252,2,68,438,292,,Webster|Pippewell|Philip|Lucas|Beatty,White Pigskin binding;Fore-Edge Paintings
6240,"62,406,956",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",459,60,,,,,,,Psalter,Latin,V,England,,1350,CCENT,,,111,2,24,114,83,,Convent Campsea|Lucas,
6241,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",508,5,,,,,,,Antiphoner,Latin,V,,,1350,CCENT,,,38,,,533,349,,Lucas,
6242,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",583,160,,,,,,,"Chronicle, Ireland",Latin,V,England,,1350,CCENT,,,95,,,210,152,,Lucas,
6243,"6,243,110,221,959,350,000,000,000",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",584,105,,,,,Martinus Polonus,Martin Polonus (Troppau)...,Chronica Summorum Pontificum Imperatorum|Brut English Chronicle,Latin|French,V,England,,1350,CCENT,,,129,2,43,292,197,Brown Blind-Ruled binding,"St Mary's Abbey, York|Graystok|Ailesbury|Grey|Cecil(Burghley)|Grey(Earl Kent Wrest Park)|Lucas|Lyell",Lyell17
6244,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",608,110,,,,,"Higden, Ranulf",Ranulph Higden (Roger of Chester),Polychronicon,Latin,V,England,,1350,CCENT,,,141,2,63,394,279,,Clynte|Wrythe|De Grey|Lucas|Garrett|Princeton University,De Ricci P896-152;Early 19th English binding
6245,"6,245,185,095",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",626,10.5,,,,,,,Registrum Brevium,Latin,V,England,,1350,CCENT,,,105,,,235,152,,De Gray|Lucas|University of Chicago,De Ricci P585-427;18thc English binding
6246,"624,658,861",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",640,250,,,,,"Wycliffe, John (Tr)",John Wyclif (Tr),Bible|Acts|Pauline Epistles|Revelation,English,V,England,,1450,CCENT,,,185,,26,184,225,,De Grey|Lucas|Plimpton|Columbia University,De Ricci P1802-269;18thc English vellum binding
6247,"48,286,247",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",641,390,,,,,"Wycliffe, John",John Wycliffe,Sermones Dominicales & Quadragesimales...,English,V,England,,1350,CCENT,,,226,2,50,305,191,,De Grey(Wrest Park)|Lucas|Harmsworth,
6248,"4,827,624,858,125",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",639,,,NO,,,"Wycliffe, John",John Wycliffe,Commentary on the Psalms,English|Latin,V,England,,1350,CLATE,,,204,2,42,318,229,,Cecil(Burghley)|De Grey(Wrest Park)|Harmsworth|Lucas|Richardson|Harvard University,Bond P247;Mod brown Binsing-Cecil Arms
6249,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",642,350,,,,,"Wycliffe, John",John Wycliffe,Sermons For Sundays & Holidays,English,V,England,,1380,CLATE,,,157,,42,273,178,,Lucas,
6250,"6,250,180,815",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",629,17.5,,,,"Glasgow University Library, Scotland",,,"Chronicle, Scotland..",Latin,V,,,1450,CCENT,,,27,,39,362,254,,Lucas,
6251,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",630,225,,,,,,,Sea Policy,English,P,England,,1450,CCENT,,,16,,,267,197,,Lucas,
6252,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",633,46.25,,,,,"Trivet, Nicholas",Nicholas Trivet,"Chronicle, England",English,P,England,,1450,ccent+,,,450,,,305,216,,Lucas,
6253,"62,536,826,569,622",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",581,140,,,,,,Hugh de Caumpeden (Tr),Sidrach Et Bocthus(A Middle English Poem)|With the Chronicle of Brut,English,V,England,,1420,CEARLY,,,133,2,45,375,267,,Cecil|Lucas|Meyerstein|Quaritch,"39,94"
6254,"61,986,254,368,863,600,000,000,000,000",19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",582,10.5,,,,,,,"Chronicle, England, Cambrai & Normandy- Through Richard Ii",Latin,P,Italy,,1550,CCENT,,,58,2,45,330,229,,Burghley|Ailesbury|Kent|Grey|Cowper|Lucas|Strathmore|Folger,De Ricci P421-1685.2;18thc English binding
6255,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",614,5,,,,,,,Letters from Popes..,Latin,P,,,1550,CCENT,,,107,,,,,,Lucas,
6256,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",615,6.25,,,,,,,Libri Tres de Auctoritate..,Latin,P,,,1550,CCENT,,,46,,,305,216,,Lucas,
6257,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",616,0,,,,"British Library, Egerton MS 3790","Paris, Matthew",Matthew Paris,Excerpta Quaedam de Rebus Anglicis..,Latin,P,England,,1550,CCENT,,,72,,,320,215,,Lucas|Burghley|Bl Eg,18thc brown binding
6258,,19220619,"Sotheby, Wilkinson & Hodge",,,,"Valuable illuminated manuscripts, printed books and autograph letters",643,6250,,,,,"Wycliffe, John",John Wycliffe,Sermons For Advent & Holy Days,English,V,England,,1550,CCENT,,,253,,,356,241,,Lucas,
6270,"62,701,814,530,464",19220502,Anderson Galleries,"Vail, Theodore N. (New York)",,,No. 1658: Theodore N. Vail,852,,,,,,,Guillaume Cretin (Attrib),Recueil de Chants Royaux..,French,V,France,,1515,CEARLY,,,24,,,180,130,,Blacque|Bancel|Poor|Vail|Hearst,"De Ricci P1690-9;Red,Green binding-Cape"
6286,"62,866,418",19220314,Anderson Galleries,"Foster, J. Herbert (Providence, RI)",,,No. 1643: the Late J. Herbert Foster,124,,,,,"Princeton, NJ, Princeton University Library MS 83",,,Regula Sororum St. Clare,Latin,V,"Italy, Bologna?",,1350,CCENT,,,13,,,248,187,,Barrett|Foster|Kahanowicz|Reed|Princeton University,De Ricci P494-4;Old Italian boards Bricaded Silk
6287,"628,764,248,239",19220314,Anderson Galleries,"Foster, J. Herbert (Providence, RI)",,,No. 1643: the Late J. Herbert Foster,127,,,,,,,,Meditations on the Passion,Latin,V,,,1350,CCENT,,,100,,,130,94,,Foster,
6288,"6,288,643,114,772",19220314,Anderson Galleries,"Foster, J. Herbert (Providence, RI)",,,No. 1643: the Late J. Herbert Foster,130,,,,,,,,Book of Hours,Latin,V,,,1450,CCENT,,,239,,,84,62,,Foster|Schedel|Fleming,
6289,"62,896,432",19220314,Anderson Galleries,"Foster, J. Herbert (Providence, RI)",,,No. 1643: the Late J. Herbert Foster,131,,,,,,,,Breviary,Dutch,P,Netherlands,,1450,CCENT,,,299,,,103,71,,Foster,
6290,"62,906,434",19220314,Anderson Galleries,"Foster, J. Herbert (Providence, RI)",,,No. 1643: the Late J. Herbert Foster,132,,,,,,"Gregory I, Pope","Gregory, the Great, Pope",Homiliae,Dutch,V,Netherlands,,1450,CCENT,,,154,,,306,211,,Foster,
6421,"64,218,926",19201220,"Sotheby, Wilkinson & Hodge","Crawshaw, E.",,,"Printed books and manuscripts comprising the property of E. Crawshaw, Esq. 25, Tollington Park, N.; the property of a lady; and other properties",248,350,,,,,"Peter Lombard, Bishop of Paris","Peter Lombard, Bishop of Paris",Sententiarum,Latin,V,France,,1350,CCENT,,,359,2,39,267,171,,Crawshaw,
6427,,19201220,"Sotheby, Wilkinson & Hodge","Crawshaw, E.",,,"Printed books and manuscripts comprising the property of E. Crawshaw, Esq. 25, Tollington Park, N.; the property of a lady; and other properties",1,240,,,,,"Nider, Johannes",Johannes Nider,Alphabetum Divini Amoris..,Latin,P,,,1450,CCENT,,,123,,,,,,Crawshaw,
6428,"64,288,522",19201220,"Sotheby, Wilkinson & Hodge","Crawshaw, E.",,,"Printed books and manuscripts comprising the property of E. Crawshaw, Esq. 25, Tollington Park, N.; the property of a lady; and other properties",273,14,,,,,,,Bible (Fragment),French,V,France,,1450,CCENT,,,227,,,274,198,,Crawshaw|Gilmore,
6873,"6,873,178,469",19190129,Anderson Galleries,"Jones, Herschel V.",,,No. 1394: Herschel V. Jones (H-P),1070,750,,,"De Ricci, vol. I, p. 85, no. HM 1050","San Marino, CA, Huntington Library, MS HM 1050",,,Psalter,Latin,V,"Flanders, Ghent?",,1310,C,,,198,,,130,100,Orig wooden boards and half calf,"Jones|Huntington, Henry Edwards|Huntington Library",
6874,"687,432,408",19190129,Anderson Galleries,"Jones, Herschel V.",,,No. 1394: Herschel V. Jones (H-P),1070A,240,,,,"San Marino, CA, Huntington Library, MS HM 51",,,Bible,Latin,V,France,,1250,C,,,377,2,47,242,173,English c1840,"Diocese Therouanne|Brooks|Jones|Huntington, Henry Edwards|Huntington Library","De Ricci, Vol I, p. 46, no. 51"
6875,"6,875,787,032,533,170,000",19190129,Anderson Galleries,"Jones, Herschel V.",,,No. 1394: Herschel V. Jones (H-P),1070C,4000,,,"De Ricci, vol. I, p. 79, no. HM 937","San Marino, CA, Huntington Library, MS HM 937","Boccaccio, Giovanni|Laurent de Premierfait (Tr)",Giovanni Boccaccio|Laurent Premierfait (Tr),De Casibus Virorum & Feminarum Illustrium,French,V,"Flanders, Bruges?",,1462,,S Haguinet Le Pesquierc.,,359,,,410,320,French blue morocco with Voyer de Paulmy arms,"De Croy, Jehan|De Paulmy|Rendlesham|Leighton|Butler, Charles|Edwards|Jones, H. V.|Smith, G. D.|Huntington, Henry Edwards|Huntington Library",
6876,"687,615,398,173,582,000,000,000",19181118,Anderson Galleries,"Dodd, Robert H.",,,No. 1037: Robert H. Dodd,573A,9300,,,,"New Haven, Yale University, Beinecke Library, MS 425",,,Missal,French,V,France,Paris,1450,CCENT,,,364,2,,362,267,,Henry V|VI|VII|VIII|Legrand|Tongerlo Abbey|Firmin-Didot|Bachellin|Mnisze|Hoe|Dodd|Rothschild13|Yale,Old Green Velvet with Silver
6759,,19191117,Anderson Galleries,"Du Bois, Lorenzo Griswold",,,"First editions, illuminated manuscripts ... of the late Loren Griswold du Bois",271,170,,,,,,,Missal,Latin,V,France?,Rome,1450,CCENT,,,176,,,171,124,,Dubois,
7176,"7,176,198,207",19140202,"Sotheby, Wilkinson & Hodge","Dunn, George",,,"The valuable and extensive library formed by George Dunn, esq. (deceased) Woolley Hall, near Maidenhead; sold by order of the executors. The second portion, comprising early manuscripts and printed books and old bindings",1069,96.25,,,"De Ricci, vol. I, p. 959, no. 13",,"Eusebius of Caesarea, Bishop of Caesarea|Thomas Aquinas, Saint","Eusebius|Thomas, Aquinas, Saint",Historia Ecclesiastica|Tabula super Dicta Et Partes,Latin,P,Germany,,1468,,,Wilhelmus Dortmunde,231,2,35,292,210,Original Munster binding,Langen|Dunn|Richardson|Harvard University,
7177,,19140202,"Sotheby, Wilkinson & Hodge","Dunn, George",,,"The valuable and extensive library formed by George Dunn, esq. (deceased) Woolley Hall, near Maidenhead; sold by order of the executors. The second portion, comprising early manuscripts and printed books and old bindings",720,27.5,,,,,Ammonius Saccas of Alexandria,Ammonius Alexandrinus,Quatuor Evangeliorum Concordia(Gospel),Latin,V,England,,1350,CCENT,,,42,2,32,279,197,,Dunn,
7178,,19140202,"Sotheby, Wilkinson & Hodge","Dunn, George",,,"The valuable and extensive library formed by George Dunn, esq. (deceased) Woolley Hall, near Maidenhead; sold by order of the executors. The second portion, comprising early manuscripts and printed books and old bindings",882,530,,,,,,,Breviary,Latin,V,England,,1350,CCENT,,,284,1,23,108,83,,Thomas|Dunn,
7099,,19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",434,52.5,,,,,Valerius Maximus,Valerius Maximus,Factorum Et Dictorum Memorabilium Urbis Romae Historia,Latin,V,England?,,1400,C,,,126,1,34,273,216,,Northesk,
7100,,19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",462,13.75,,,,,,Hugo de Prato Vinac,Predicationes de Viciis & Virtutibus,Latin,V,Italy,,1434,,,,130,2,41,216,146,,Northesk,
7101,,19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",396,6.25,,,,,,,Homiliae,Latin,V,England,,1350,CCENT,,,221,2,31,146,108,,Northesk,
7102,"69,007,102",19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",410,50,,,,,,,Diurnal,Latin,V,Italy,,1450,CCENT,,,340,1,22,70,57,,Northesk|Leighton,
7104,,19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",421,32.5,,,,,Servius,Servius,Grammatica Expositiones..,Latin,V,Italy,,1350,CCENT,,,77,1,29,178,130,,Northesk|Roanoke Lib,De Ricci P2183-42203;Red binding-Macdonald
7105,"710,535,563",19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",425,9.5,,,,,Alexander de Villa Dei,Alexander Gallus (De Villa Dei),Grammatica,Latin,P,"Italy, Rome",,1350,CCENT,,,55,1,22,210,140,,Smith|Zahn|Colker|Northesk,"De Ricci P154-1,Bond P517;Blue Bind-Macdonald"
7107,"710,758,492,178,530",19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",427,2.5,,,,,,Jacobus Alexandiae,Compilatio Metrice Distincta Capitulorum,Latin,V,France,,1350,CCENT,,,68,2,39,210,146,,Hortbesk|Seifert|Marygrove College,Bond P298;Brown binding-Birdsall
7108,"598,959,927,108",19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",395,245,,,,,,,Psalter,Latin,V,England,,1320,CEARLY,,,191,1,17,95,76,,Bailey|Northesk,
7109,"580,637,109",19140723,"Sotheby, Wilkinson & Hodge",,,,"Valuable books, illuminated and other manuscripts and autograph letters",397,10,,,,"Houghton Library, Harvard University, MS JUD 16",Petrus Alfonsi|,Petrus Alphonsus|Odo of Cambrai,Judeo Xpiani & Moysi Judei,Latin,P,France,,1450,CCENT,,,196,1,26,146,108,,Northesk|Friedman|Harvard,Bond P235;Orig brown binding
7153,"645,071,539,429",19140202,"Sotheby, Wilkinson & Hodge","Dunn, George",,,"The valuable and extensive library formed by George Dunn, esq. (deceased) Woolley Hall, near Maidenhead; sold by order of the executors. The second portion, comprising early manuscripts and printed books and old bindings",1066,11,,,,,,"Maria,John of Hoveden",Confessio Ac Devote...,Latin,V,,,1450,CCENT,,,36,1,28,159,117,,Ashburnham,Binding Arnold
7154,"16,267,154",19140202,"Sotheby, Wilkinson & Hodge","Dunn, George",,,"The valuable and extensive library formed by George Dunn, esq. (deceased) Woolley Hall, near Maidenhead; sold by order of the executors. The second portion, comprising early manuscripts and printed books and old bindings",837,43.75,,,,,"Luke, Saint|John the Apostle, Saint",St. Luke|St. John,"Bible, Gospels",Latin,V,England,,1100,C,,,74,1,26,238,164,,Dunn|Coleridge|Radford,
7156,,19140202,"Sotheby, Wilkinson & Hodge","Dunn, George",,,"The valuable and extensive library formed by George Dunn, esq. (deceased) Woolley Hall, near Maidenhead; sold by order of the executors. The second portion, comprising early manuscripts and printed books and old bindings",1443,127.5,,,,,"Paul the Apostle, Saint|John the Apostle, Saint",St. Paul|St. John...,"Bible, Epistolae, Apocalypsis...",Latin,V,England,,1200,C,,,190,1,17,191,127,,Dunn,
